annotator,conclusion_id,conclusion_sentence,conclusion,premise_1_id,premise_1_sentence,premise_1,premise_2_id,premise_2_sentence,premise_2,premise_3_id,premise_3_sentence,premise_3,premise_4_id,premise_4_sentence,premise_4,premise_5_id,premise_5_sentence,premise_5,premise_6_id,premise_6_sentence,premise_6,premise_7_id,premise_7_sentence,premise_7,premise_8_id,premise_8_sentence,premise_8
MS,1094,"Przepraszam, bo ja nie, nie, nie chcę, nie chcę panu z kolei odbierać prawo do wyrażania poglądów, ale umawialiśmy się na taką formułę, że państwo dzwonią z pytaniami.","Umawialiśmy się na taką formułę, że państwo dzwonią z pytaniami.",1094,"Przepraszam, bo ja nie, nie, nie chcę, nie chcę panu z kolei odbierać prawo do wyrażania poglądów, ale umawialiśmy się na taką formułę, że państwo dzwonią z pytaniami.",Ja nie chcę panu odbierać prawo do wyrażania poglądów.,,,,,,,,,,,,,,,,,,,,,
MI,1095,"Tak, ale ja mam właśnie takie pytanie jeszcze tutaj, bo to jest takie pytanie, co było w tym źle i dlaczego by tak nie mogło być?",Powinniśmy wrócić do kompromisu aborcyjnego.,1088,"Ja rozmawiałem ze swoją żoną, ja rozmawiałem ze swoją teściową na ten, na temat aborcji, również z przyjacielem i bo my wszyscy mamy takie same zdanie, że jeżeli jest zagrożenie życia, jeżeli ta ciąża pochodzi właśnie z gwałtu, kazirodztwa, jeżeli, że te dziecko może się urodzić chore, to wtedy powinna być decyzja, czy kobieta chce urodzić, czy nie.","Rozmawiałem ze swoją żoną, teściową i przyjacielem na temat aborcji i wszyscy zgadzamy się, że stan legalności aborcji podczas kompromisu aborcyjnego był dobry.",,,,,,,,,,,,,,,,,,,,,
DZ,1097,"A, a takie pytanie do prawej strony, bo, bo tam pani, pani z PiS-u bardzo mocno się upiera, że to jest już, to jest człowiek, jest prawo do życia, to ja mam takie dwa pytania: dlaczego jak partia PiS była u władzy, nie wprowadzono od wtedy pięćset plus od momentu, od momentu poczęcia takiego dziecka, a nie od momentu urodzenia.","Jak PiS był u władzy, powinien prowadzić pięćset plus od momentu poczęcia, a nie od momentu urodzenia.",1097,"A, a takie pytanie do prawej strony, bo, bo tam pani, pani z PiS-u bardzo mocno się upiera, że to jest już, to jest człowiek, jest prawo do życia, to ja mam takie dwa pytania: dlaczego jak partia PiS była u władzy, nie wprowadzono od wtedy pięćset plus od momentu, od momentu poczęcia takiego dziecka, a nie od momentu urodzenia.","PiS-u uważa, że dziecko jest już od poczęcia i ma prawdo do życia.",,,,,,,,,,,,,,,,,,,,,
MI,1097,"A, a takie pytanie do prawej strony, bo, bo tam pani, pani z PiS-u bardzo mocno się upiera, że to jest już, to jest człowiek, jest prawo do życia, to ja mam takie dwa pytania: dlaczego jak partia PiS była u władzy, nie wprowadzono od wtedy pięćset plus od momentu, od momentu poczęcia takiego dziecka, a nie od momentu urodzenia.","Pani i pani partia są niekonsekwentne twierdząc, że płód to dziecko.",1097,"A, a takie pytanie do prawej strony, bo, bo tam pani, pani z PiS-u bardzo mocno się upiera, że to jest już, to jest człowiek, jest prawo do życia, to ja mam takie dwa pytania: dlaczego jak partia PiS była u władzy, nie wprowadzono od wtedy pięćset plus od momentu, od momentu poczęcia takiego dziecka, a nie od momentu urodzenia.",PiS wprowadził tylko pięćset plus od momentu urodzenia a nie poczęcia.,1101,"Oraz dlaczego w przypadku, oraz dlaczego w przypadku poronienia nie było na przykład prawa do zasiłku pogrzebowego?",PiS nie wprowadził zasiłku pogrzebowego przy poronieniu.,,,,,,,,,,,,,,,,,,
DZ,1101,"Oraz dlaczego w przypadku, oraz dlaczego w przypadku poronienia nie było na przykład prawa do zasiłku pogrzebowego?","Jak PiS był u władzy, powinien wprowadzić prawo do zasiłku pogrzebowego.",1101,"Oraz dlaczego w przypadku, oraz dlaczego w przypadku poronienia nie było na przykład prawa do zasiłku pogrzebowego?","PiS-u uważa, że dziecko jest już od poczęcia i ma prawdo do życia.",,,,,,,,,,,,,,,,,,,,,
DZ,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",Pięćset plus od momentu poczęcia byłoby zbędne.,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",,,,,,,,,,,,,,,,,,,,,
KW,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Nie było dobrych powodów, dla których PiS nie wprowadził 500+ od momentu poczęcia",1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",Na dziecko wydaje się głównie po urodzeniu,1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",Kobiety przed urodzeniem mogą korzystać z badań refundowanych,,,,,,,,,,,,,,,,,,
ZP,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",500 plus nie powinno być przyznawane od poczęcia. ,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",Badania lekarskie w czasie ciąży kobiety są refundowane.,,,,,,,,,,,,,,,,,,
HŁ,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Świadczenie pięćset plus jest ustawowo przyznane od urodzenia, a nie od poczęcia.",1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",Badania lekarskie w czasie ciąży są refundowane.,1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.","Pięćset plus jest świadczeniem na wydatki na dziecko, któe jest na świecie.",,,,,,,,,,,,,,,,,,
MI,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.", ,1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",Badania lekarskie w czasie ciąży kobiety są refundowane.,,,,,,,,,,,,,,,,,,
KW,1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.","500+ jest świadczeniem, które ponosi się na dziecko urodzone",1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",Na dziecko wydaje się głównie po urodzeniu,,,,,,,,,,,,,,,,,,,,,
WG,1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.","Pięćset plus jest świadczeniem na wydatki, które ponosi się na dziecko, które jest z nami na świecie.",1108,"No myślę, że nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.","Nakłady finansowe przede wszystkim są na dziecko wtedy, kiedy jest ono już na świecie.",,,,,,,,,,,,,,,,,,,,,
MS,1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.","Pięćset plus jest świadczeniem na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",1109,"Oczywiście być może badania kosztują, badania lekarskie w czasie ciąży kobiety, ale one są też refundowane, dlatego no pięćset plus jest świadczeniem już na wydatki, które ponosi się na dziecku, które jest z nami na świecie.",Badania lekarskie w czasie ciąży kobiety są refundowane.,,,,,,,,,,,,,,,,,,,,,
MI,1115,"…Jedna czwarta ciąż kończy się samoistnie poronienie, no więc musielibyśmy uznać wszystkie te ciążę.",Absurdalne byłoby wypłacanie zasiłku pogrzebowego przy każdym poronieniu.,1115,"…Jedna czwarta ciąż kończy się samoistnie poronienie, no więc musielibyśmy uznać wszystkie te ciążę.",Takowych zasiłków byłoby dużo i byłby to duży koszt.,,,,,,,,,,,,,,,,,,,,,
KW,1124,Dlatego to właśnie lewica wprowadza teraz projekt ustawy…,Lewica wprowadza projekt ustawy ,1122,"A wie pani, ile kosztuje takie badanie genetyczne?",Badania genetyczne są drogie,1226,"…który mówi, że nie trzeba będzie wykonywać z tych badań genetycznych, wydawać tych pieniędzy, jeżeli — i tu znowu mamy do czynienia z decyzją, jeżeli ktoś rzeczywiście uważa, że to było dziecko i chce pochować.",Są osoby które chcą pochować dziecko,,,,,,,,,,,,,,,,,,
HŁ,1124,Dlatego to właśnie lewica wprowadza teraz projekt ustawy…,Lewica troszczy się o obywateli.,1124,Dlatego to właśnie lewica wprowadza teraz projekt ustawy…,"Lewica wprowadza projekt ustawy, który mówi, że nie trzeba będzie wykonywać badań genetycznych płodu, aby móc pochować płód.",1122,"A wie pani, ile kosztuje takie badanie genetyczne?",Badania genetyczne płodu są drogie.,1126,"…który mówi, że nie trzeba będzie wykonywać z tych badań genetycznych, wydawać tych pieniędzy, jeżeli — i tu znowu mamy do czynienia z decyzją, jeżeli ktoś rzeczywiście uważa, że to było dziecko i chce pochować.",Każdy powinien mieć prawo pochować płód.,,,,,,,,,,,,,,,
WG,1124,Dlatego to właśnie lewica wprowadza teraz projekt ustawy…,"Lewica szanuje poglądy osób, które mają poczucie, że muszą pochować płód, z którym były miesiąc czy dwa miesiące w ciąży.",1124,Dlatego to właśnie lewica wprowadza teraz projekt ustawy…,"Lewica wprowadza teraz projekt ustawy, która mówi, że nie trzeba będzie wykonywać  badań genetycznych, wydawać na nie pieniędzy, jeżeli ktoś uważa, że płód to było dziecko i chce je pochować.",,,,,,,,,,,,,,,,,,,,,
MI,1126,"…który mówi, że nie trzeba będzie wykonywać z tych badań genetycznych, wydawać tych pieniędzy, jeżeli — i tu znowu mamy do czynienia z decyzją, jeżeli ktoś rzeczywiście uważa, że to było dziecko i chce pochować.","Potrzebne jest prawo, które mówi, że nie trzeba będzie wykonywać badań genetycznych jeżeli ktoś rzeczywiście, poroniiony płód to było dziecko i chce pochować.",1122,"A wie pani, ile kosztuje takie badanie genetyczne?",Badanie genetyczne jest drogie.,1135,"Jeżeli ktoś naprawdę ma poczucie, że musi pochować płód, z którym był miesiąc czy dwa miesiące w ciąży — to jest ok, ja to szanuję, ale też naprawdę w drugą stronę przyjmijmy, że nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.",Nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.,,,,,,,,,,,,,,,,,,
MS,1128,"Ale tu nie było o obowiązku, tylko chęć kobiety do tego, że chce pochować dziecko, w związku z czym rzeczywiście za to badanie genetyczne płaciła.","Nie było o obowiązku, tylko chęć kobiety do tego, że chce pochować dziecko.",1129,"Myśmy zawsze uprzedzali, że jest to koszt i na to się część pacjentek zgadzała, a te, które się nie zgadzały, nie chowały.","Myśmy zawsze uprzedzali, że jest to koszt i na to się część pacjentek zgadzała, a te, które się nie zgadzały, nie chowały.",1128,"Ale tu nie było o obowiązku, tylko chęć kobiety do tego, że chce pochować dziecko, w związku z czym rzeczywiście za to badanie genetyczne płaciła.","
W związku z czym rzeczywiście za to badanie genetyczne płaciła.",,,,,,,,,,,,,,,,,,
KW,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Chowanie płodu jest utrudnione,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Ustawa nie przewiduje chowania płodu bez płci,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Za drogie jest stwierdzanie płci płodu drogą genetyczną,,,,,,,,,,,,,,,,,,
KW,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Można pochować płód,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Powinno się szanować różne podejścia do życia,,,,,,,,,,,,,,,,,,,,,
WG,1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.","Jestem za aborcją, ale szanuję inny światopogląd, podejście do życia, płodu, ciąży.",1134,"…płci zmarłego i tutaj w przypadku płodów na wczesnym etapie rozwoju, no nie ma jeszcze wykształconych organów płciowych, więc to trzeba stwierdzać drogą genetyczną, a to kosztuje, więc dla tych, którzy, bo ja rozumiem żałobę, dlatego właśnie ja szanuję inne, inny pogląd, światopogląd, podejście do, do życia, do, do płodu, do ciąży.",Rozumiem żałobę po poronionym dziecku.,,,,,,,,,,,,,,,,,,,,,
HŁ,1135,"Jeżeli ktoś naprawdę ma poczucie, że musi pochować płód, z którym był miesiąc czy dwa miesiące w ciąży — to jest ok, ja to szanuję, ale też naprawdę w drugą stronę przyjmijmy, że nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.",Nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.,1136,"Ja się poczułam matką tak naprawdę, jak urodziłam swoją córkę, w tym momencie.",Ja się poczułam matką jak urodziłam swoją córkę.,,,,,,,,,,,,,,,,,,,,,
MI,1135,"Jeżeli ktoś naprawdę ma poczucie, że musi pochować płód, z którym był miesiąc czy dwa miesiące w ciąży — to jest ok, ja to szanuję, ale też naprawdę w drugą stronę przyjmijmy, że nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.",Nie każda kobieta czuje się matką od momentu zobaczenia dwóch kresek na teście ciążowym.,1136,"Ja się poczułam matką tak naprawdę, jak urodziłam swoją córkę, w tym momencie.",Ja się poczułam matką dopiero po urodzeniu.,,,,,,,,,,,,,,,,,,,,,
